publisher_clean,book_count,avg_rating,avg_bayesian,total_votes,median_price,year_range,books,pub_score,quality_tier
南海出版公司,310,8.009032258064517,8.010515350191415,6088938,28.0,1998-2020,"['解忧杂货店', '白夜行', '嫌疑人X的献身', '百年孤独', '白夜行', '恶意', '许三观卖血记', '活着', '霍乱时期的爱情', '窗边的小豆豆', '放学后', '牧羊少年奇幻之旅', '1Q84 BOOK 1', '当我谈跑步时我谈些什么', '幻夜', '1Q84 BOOK 2', '你当像鸟飞往你的山', '嫌疑人X的献身', '彼岸花', '嫌疑人X的献身', '长恨歌', '1Q84 BOOK 3', '时生', '岛', '二三事', '恶意', '没有色彩的多崎作和他的巡礼之年', '流星之绊', '新参者', '小狗钱钱', '巴别塔之犬', '祈祷落幕时', '雪国', '偷书贼', '宿命', '在细雨中呼喊', '新参者', '变身', '了不起的盖茨比', '面包树上的女人', '金色梦乡', '单恋', '一桩事先张扬的凶杀案', '没有人给他写信的上校', '恶意', '分身', '华莱士人鱼', '告别薇安', '佐贺的超级阿嬷', '我的职业是小说家', '彷徨之刃', '名侦探的守则', '红手指', '眠', '黑笑小说', '谁杀了她', '红手指', '假面饭店', '找死的兔子', '再见了，可鲁', '圆舞', '一光年的距离有多远', '从前我死去的家', '蛤蟆的油', '失明症漫记', '大萝卜和难挑的鳄梨', '情书', '三个A Cup的女人', '毒笑小说', '时生', '富爸爸穷爸爸', '怪笑小说', '苦妓回忆录', '枯枝败叶', '窗边的小豆豆', '空谷幽兰', '圣女的救济', '沉默的巡游', '千只鹤', '20几岁，决定女人的一生', '失落的一角', '维罗妮卡决定去死', '秘密', '彷徨之刃', '潜水钟与蝴蝶', '同级生', '水知道答案', '超·杀人事件', '沉睡的森林', '彼岸花', '蒂凡尼的早餐', '阴阳师', '火车', '流星之绊', '我杀了他', '杀人之门', '德川家康（第一部）', '米格尔街', '假面饭店', '世上最美的溺水者', '爱情和其他魔鬼', '平行世界·爱情故事', '活着为了讲述', '时间的针脚', '放学后', '毕业', '我在雨中等你', '天黑以后', '无比芜杂的心绪', '黎明之街', '喜宝', '蓝另一种蓝', '名侦探的诅咒', '猫国物语', '当我谈跑步时，我谈些什么（2015典藏版）', '荷包里的单人床', '古都', '姐姐的守护者', '二十首情诗和一首绝望的歌', '流浪的面包树', '悖论13', '面包树出走了', '夏天、烟火和我的尸体', '漫长的告别', '了不起的盖茨比', '在黑暗的河流上', '当我谈跑步时，我谈些什么', '北岛诗歌集', '我的前半生', '风声', '袭击面包店', '霍乱时期的爱情', '白夜行', '麒麟之翼', '只差一个谎言', '麒麟之翼', '你想活出怎样的人生', '骆驼祥子', '四个春天', '梦中的欢快葬礼和十二个异乡故事', '赎罪', '假面前夜', '假如真有时光机', '点与线', '礼拜二午睡时刻', '我的晃荡的青春', '自由', '谋杀似水年华', '爱吃沙拉的狮子', '菊花香', '月亮与六便士', '恶时辰', '失落的一角遇见大圆满', '砂器', '一天', '卖海豚的女孩', '金字塔原理', '蝴蝶过期居留', '然后，我就一个人了', '流金岁月', '燕尾蝶', '有如走路的速度', '她比烟花寂寞', '百年孤独', '伊豆的舞女', '黎明之街', '猜火车', '布鲁特斯的心脏', '魔法蛋糕店', '美丽的凶器', '财务自由之路', '情书', '族长的秋天', '为了N', '模仿犯BOOK1', '晨间日记的奇迹', '浪花少年侦探团', '红高粱家族', '连环', '茶馆', '睡美人', '透明的哀伤', '德川家康（第二部）', '午夜凶铃', '心的1/2', '南方高速', '小狗钱钱2', '我讨厌妈妈', '凶心人', '空中杀人现场', '拍电影时我在想的事', '又来了，找死的兔子', '鸟人计划', '死神的精确度', '精神科的故事：在游泳池', '深河', '禅的行囊', '迷宫中的将军', '涡虫', '爱心树', '起风了', '巴别塔之犬', '小时候就在想的事', '恐妻家', '冷血', '雕刻时光', '务虚笔记', '我不是来演讲的', '山音', '歪笑小说', '人淡如菊', '一个海难幸存者的故事', '毒木圣经', '阴阳师·飞天卷', '槭树下的家（席慕蓉作品典藏版）', '漫长的中场休息', '普罗旺斯的一年', '魔球', '零的焦点', '永不永不说再见', '线', '戴珍珠耳环的少女', '德川家康（第三部）', '铁牛重现', '天黑前的夏天', '喜欢你', '本阵杀人事件', '海鸥乔纳森', '金字塔原理', '冷血', '佐贺的超级阿嬷', '隐之书', '天若有情', '离别之音', '我坐在彼德拉河畔，哭泣', '我是开豆腐店的，我只做豆腐', '老师的提包', '大雪将至', '关于莉莉周的一切', '寻找时间的人', '番石榴飘香', '阳光劫匪', '百年孤独', '阴阳师·凤凰卷', '模仿犯BOOK3', '死神的浮力', '模仿犯BOOK2', '沉默', '蛤蟆的油', '理由', '分身', '阴阳师·生成姬', '侦探俱乐部', '子猫絮语', '丈量世界', '德川家康（第四部）', '阴阳师·付丧神卷', '深河', '情人无泪', '阴阳师·龙笛卷', '31岁又怎样', '维罗妮卡决定去死', '疑问集', '坏种子', '萤火虫之墓', '开到荼縻', '水知道答案', '孩子们', '火车', '精神科的故事：空中秋千', '摩登时代', '我爱比尔', '大河湾', '狱门岛', '深夜小狗神秘事件', '亲爱的提奥', '礼物', '午夜凶铃2：复活之路', '如何阅读一本小说', '学生街的日子', '西尔斯亲密育儿百科', '盛夏方程式', '隔离岛', '回归', '如何阅读一本文学书', '阁楼上的光', '垃圾筐电影院', '地狱变', '点与线·零的焦点', '碎片，令人怀念的1980年代', '天生就会跑', '丢三落四的小豆豆', '沉默', '杀手界', '罪行', '假面之夜', '那年的梦想', '魔王', '朝圣', '蓝狗的眼睛', '波多贝罗的女巫', '我在秘密生长', '伊甸园的鹦鹉', '玫瑰的故事', '住宅设计解剖书', '恋爱写真', '午夜凶铃3：永生不死', '德川家康（第五部）', '环界1', '阴阳师·太极卷']",8.016093455099604,良好
作家出版社,141,8.000709219858155,8.002519928210132,2039474,25.0,1987-2018,"['活着', '三重门', '苏菲的世界', '莲花', '素年锦时', '八月未央', '许三观卖血记', '陆犯焉识', '像少年啦飞驰', '苏菲的世界', '蔷薇岛屿', '水仙已乘鲤鱼去', '人间失格', '小姨多鹤', '云中歌1', '兄弟', '千年一叹', '通稿2003', '棋王', '檀香刑', '活着', '十爱', '俗世奇人', '阿麦从军：全新修订版', '梦幻花', '云中歌3', '在细雨中呼喊', '第九个寡妇', '遥远的救世主', '生死疲劳', '云中歌2', '葵花走失在1890', '兄弟', '我爱问连岳', '八月未央（修订版）', '木槿花西月锦绣1', '素年锦时', '暖暖', '长恨歌', '霜冷长河', '失乐园', '生命中不能承受之轻', '借我一生', '可爱的骨头', '陆犯焉识', '好妈妈胜过好老师', '海子诗全集', '饥饿游戏', '雪落香杉树', '蝴蝶公墓', '秦腔', '陌上花开缓缓归', '废都', '黄雀记', '活着', '昆虫记', '三重门', '我爱问连岳Ⅱ', '素年锦时', '千年一叹', '我的千岁寒', '饥饿游戏2：燃烧的女孩', '木槿花西月锦绣3', '饥饿游戏3：嘲笑鸟', '木槿花西月锦绣2', '蛙', '沉沦', '天堂向左，深圳往右', '纸牌的秘密', '沿着塞纳河到翡冷翠', '男生贾里 女生贾梅', '十八岁出门远行', '伤心咖啡店之歌', '许三观卖血记', '常识与通识', '比我老的老头', '来来往往', '男人这东西', '小姨多鹤', '我爱问连岳Ⅲ', '上海的金枝玉叶', '丰乳肥臀', '许三观卖血记', '今朝风日好', '现实一种', '哈佛女孩刘亦婷', '霜冷长河', '超新星纪元', '女人这东西', '朱雀', '主角', '小王子', '驻京办主任', '新结婚时代', '山河入梦', '苏菲的世界', '兄弟', '一个人张灯结彩', '草房子', '不散的宴席', '偷窥一百二十天', '红高粱', '关于方文山的素颜韵脚诗', '首届全国新概念作文大赛获奖作品选（全二册）', '高兴', '一个人的KTV', '天幕红尘', '苏菲的世界', '威尼斯日记', '男人的一半是女人', '俗世奇人·贰', '我喜欢生命本来的样子', '第二届全国新概念作文大赛获奖作品选', '小丫林晓梅', '在细雨中呼喊', '女生日记', '人皮论语', '糖衣', '小姨多鹤', '闲话闲说', '医生杜明', '玉观音', '黄昏里的男孩', '女生日记', '猪和蝴蝶', '关于方文山的素颜韵脚诗', '欲情课', '男生日记', '来去自由', '饥饿游戏三部曲', '七里香', '五·三班的坏小子', '八月未央', '陆犯焉识', '生命册', '小二黑结婚', '白鹿原', '熬至滴水成珠', '复乐园', '三重门', '燕子']",8.014862423300425,良好
同心出版社,7,7.757142857142857,7.764602049415761,27916,29.8,2005-2013,"['中国人史纲（上中下）', '高智商犯罪', '史玉柱自述', '邪恶催眠师', '记事本圆梦计划', '半生为人', '花间一壶酒']",8.014141747709093,一般
东方出版中心,6,7.7,7.701564145818247,116961,25.0,1992-2018,"['文化苦旅', '爱与痛的边缘', '文化苦旅', '生命的不可思议', '这个世界会好吗', '送你一颗子弹']",8.005562566156309,一般
青岛出版社,14,7.857142857142857,7.862008228585377,63319,38.5,2005-2017,"['情人', '心', '打火机与公主裙·荒草园', '忍冬', '在世界中心呼唤爱', '银河铁道之夜', '格格不入', '开封志怪（全三册）', '四月间事', '东京塔', '将门嫡女之定乾坤', '只因暮色难寻', '鬼吹灯全集', '失乐园']",7.997485600766541,一般
海南出版社,28,7.928571428571429,7.9279642236490835,194384,35.0,1996-2020,"['秘密', '漫长的告别', '侦探伽利略', '湖边凶杀案', '那些忧伤的年轻人', '预知梦', '半小时漫画中国史2', '安妮日记', '余罪', '半小时漫画中国史3', '股票作手回忆录', '半小时漫画经济学', '用我一辈子去忘记', '余罪2', '80℃ 第1、2册', '一天', '大话西方艺术史', '隐蔽的秩序', '半小时漫画经济学2：金融危机篇', '金融炼金术', '余罪3', '大唐狄公案', '半小时漫画中国史4', '禅者的初心', '次第花开', '余罪4', '80℃（3、4）', '人类砍头小史']",7.996136537286743,一般
平心工作室,7,7.7,7.71011759935156,49026,330.0,2016-2017,"['魔道祖師 一', '魔道祖師 二', '魔道祖師 三', '人渣反派自救系統 上', '魔道祖師 四', '人渣反派自救系統 下', '人渣反派自救系統 中']",7.990304800806005,一般
山西人民出版社,12,7.816666666666666,7.824588890719802,37336,28.0,2007-2012,"['风起陇西', '被劫持的私生活', '直面内心的恐惧', '中国好人', '丧家狗', '财报就像一本故事书', '帝国最后的荣耀', '性别战争', '七日谈', '墨菲定律', '不必读书目', '中国人史纲（上下）']",7.989005728860608,一般
北京联合出版公司,127,7.969291338582678,7.971691708041849,931958,45.0,2011-2019,"['房思琪的初恋乐园', '一个人的朝圣', '天才在左 疯子在右（完整版）', '步履不停', '撒野', '失乐园', '拉普拉斯的魔女', '沉睡的人鱼之家', '哲学家们都干了些什么', '藏海花', '清明上河图密码', '孤独小说家', '寂寞的游戏', '古董局中局 3', '镖人', '古董局中局 4', '小偷家族', '灯塔', '白金数据', '唐朝穿越指南', '美国众神', '秘密花园', '阅读是一座随身携带的避难所', '默读.2', 'OPUS 作品', '我们为什么会分手？', '存在主义咖啡馆', '而立·24', '默读.3', '睡眠革命', '北海怪兽', '知行合一王阳明（1472—1529）', '我要快乐，不必正常', '坏血', '镖人', '鞋狗', '葡萄牙的高山', '散步去', '那些古怪又让人忧心的问题', '告白与告别', '清明上河图密码 2', '过得刚好', '奇迹', '尸人庄谜案', '一个人的朝圣2', '在难搞的日子笑出声来', '为何家会伤人（升级版）', '无所畏', '我在未来等你', '比海更深', '蓝色小药丸', '天生有罪', '镖人', '橘子不是唯一的水果', '为何爱会伤人', '上帝掷骰子吗?', '假如岁月足够长', '所谓情商高，就是会说话', '说部之乱', '清明上河图密码3', '迷人的材料', '大江东去', '遗产', '小顾聊神话', '危险的维纳斯', '镖人', '方向', '醒来的女性', '在宇宙间不易被风吹散', '非平面', '清明上河图密码4', '清明上河图密码5', '女人明白要趁早之三观易碎', '北京女子图鉴', '忧伤的时候，到厨房去', '建筑师', '晓说', '镖人', '梵高手稿', '子弹笔记', '我在底层的生活', '罗辑思维：成大事者不纠结', '小顾聊绘画·文艺复兴', '梦的化石', '画的秘密', '成化十四年', '古董局中局', '手机里的男朋友', '认识电影：全彩插图第12版', '远见', '这里', '赴宴之前', '时差党', '此间的少年', '万物：创世', '奇特的一生', '镖人', '马伯庸笑翻中国简史', '本书书名无法描述本书内容', '肠子', '悟空传', '妖猫传', '黑猫侦探 1：阴影之间', '这世界如露水般短暂', '当我遇见一个人', '掌控习惯', '我的脖子让我很不爽', '动物农场', '小学问', '高敏感是种天赋', '地理学与生活', '古董局中局 大全集', '恋爱口语', '疼', '眨眼之间', '镖人', '白岩松', '麦肯锡教我的写作武器', '氯的滋味', '零秒思考', '肚子饿万岁', '黑暗的左手', '我遇见了人类', '时间的果', '颠覆者', '妖猫传 1', '烧火工']",7.987344856902574,一般
现代出版社,28,7.910714285714286,7.913800038950133,225094,28.5,2002-2017,"['华胥引（全二册）', '我的错都是大人的错', '蓝石头', '盛夏的方程式', '那些年，我们一起追的女孩', '履历表', '夜玫瑰', '遗失了一只猫', '大家都有病', '华胥引', '疾风回旋曲', '失乐园1', '小蝴蝶小披风', '走向春天的下午', '七号房的礼物', '风雪追击', '失乐园Ⅲ：秘密花开了', '恋爱的贡多拉', '星空', '失乐园2', '绝对小孩2', '恋之风景', '失乐园 IV：魔法失灵了', '财务自由之路', '失乐园-奇迹迷路了', '一个人私奔', '生死遗言', '不辞冰雪为卿热（全2册）']",7.985417694811861,一般
中信出版社,261,7.973946360153256,7.975607930565244,1662823,39.0,2001-2022,"['人类简史', '史蒂夫·乔布斯传', '货币战争', '失恋33天', '谁动了我的奶酪？', '世界因你不同', '别相信任何人', '从0到1', '原则', '你的孤独，虽败犹荣', '谁的青春不迷茫', '人类简史', '背包十年', '东京一年', '像我这样笨拙地生活', '迟到的间隔年', '他们最幸福', '娱乐至死', '怪诞行为学', '向前一步', '二手时间', '思考，快与慢', '怪诞行为学', '自私的基因', '伟大的博弈', '长尾理论', '小顾聊绘画·壹', '激荡十年，水大鱼大', '流血的仕途', '异类', '人生需要揭穿', '小家，越住越大', '激荡三十年', '论中国', '我就是想停下来，看看这个世界', '野蛮生长', '我所有的朋友都死了', '参与感', '消失的爱人', '薛兆丰经济学讲义', '我不要你死于一事无成', '好好说话', '美国种族简史', '黑天鹅', '反脆弱', '众病之王', '习惯的力量', '海底捞你学不会', '清醒思考的艺术', '创业维艰', '硅谷钢铁侠', '水煮三国', '赢', '最好金龟换酒', '重来', '搭车去柏林', '当下的力量', '异类', '引爆点', '我的朋友陈白露小姐', '贫穷的本质', '小顾聊绘画·贰', 'S.', '谁动了我的奶酪？', '当下的力量', '重新定义公司', '穷查理宝典', '泛若不系之舟', '公正', '黑旗', '心流', '智能时代', '就想开间小小咖啡馆', '30岁前别结婚', '追随她的旅程', '谁动了我的奶酪?-纪念版', '指数基金投资指南', '罗马人的故事1', '黑天鹅', '好好学习', '不如去死', '双生水莽', '东京塔', '我们去哪儿', '十年', '睡不着', '变量', '小岛经济学', '见识', '思维导图', '精益创业', '一个人的电影', '从优秀到卓越', '薛兆丰经济学讲义', '周鸿祎自述', '柔软', '跌荡一百年（下）', '怪诞行为学2', '褚时健传', '一个广告人的自白', '跃迁', '切尔诺贝利的祭祷', '蒋介石与现代中国', '十年一觉电影梦', '跌荡一百年（上）', '基业长青', '催眠师手记', '未来简史', '打工旅行', '我想跟你走', '投资最重要的事', '古董衣情缘', '异兽志', '态度', '激荡三十年', '随机漫步的傻瓜', '独自上场', '流血的仕途·终结版', '杰克·韦尔奇自传', '给孩子的诗', '道路与梦想', '光荣与梦想（套装共4册）', '旅行与读书', '见识', '进击的智人', '那个姐姐教我们的事', '藏地白皮书·十年爱情见证版', '我是个妈妈，我需要铂金包', '我的成功可以复制', '设计心理学', 'OKR工作法', '知日·断舍离', '南京大屠杀', '沃顿商学院最受欢迎的谈判课', '认知天性', '向着光亮那方', '知日·猫', '免费', '蒋勋说宋词', '意志力', '上瘾五百年', '祖国的陌生人', '小家，越住越大2', '情商', '流量池', '变革中国', '别告诉我你会记笔记', '基因传', '罗马人的故事2', '史蒂夫·乔布斯传（修订版）', '黄瓜的黄 西瓜的西', '当你途经我的盛放', '跟巴黎名媛学到的事', '蒋勋说唐诗', '一课经济学', '火车上的女孩', '建筑家安藤忠雄', '说谎者的扑克牌', '世界与你无关', '引爆点', '我的应许之地', '风雨哈佛路', '所有我们看不见的光', '上瘾', '思考的技术', '设计心理学', '从零开始做运营', '一切都是最好的安排', '品牌洗脑', '滚雪球（上）', '低智商社会', '赖声川的创意学', '万物的签名', '增长黑客', '我的100件时尚单品', '创新者的窘境', '活着就为改变世界', '完美关系的秘密', '搞定', '把青春唱完1990-1999', '老女孩', '幸福的方法', '当下的力量（珍藏版）', '21世纪资本论', '演讲的力量', '关于上班这件事', '社会动物', '往复书简', '第五项修炼', '知日!知日！这次彻底了解日本 01', '尽管去做', '追逐日光', '不在他方', '以幽默的方式过一生', '世界秩序', '草原动物园', '只剩一个角落的繁华', '穿越百年中东', '浩荡两千年', '伊甸樱桃', '浅薄', '伟大的博弈', '什么事都在发生', '音乐即自由', '爱在黎明破晓前&amp;爱在日落黄昏时', '专业主义', '知日·妖怪', '为他准备的谋杀', '莫失莫忘', '庆熹纪事', '最重要的事，只有一件', '白骨精学习法', '罗马人的故事3', '引爆点', '大空头', '巴菲特传', '旧山河', '有呀有呀书店', '沸腾十五年', '人人都有妄想症', '李光耀论中国与世界', '欢喜', '对冲基金风云录', '哪来的天才？', '激荡三十年：中国企业1978~2008. 上', '三万英尺', '中国的经济制度', '极简人类史', '贫穷的本质', '创京东', '商业的本质', '水流云在', '创业时', '知日·铁道', '你当温柔，却有力量', '小岛经济学', '公正', '向死而生', '吴敬琏传', '最危险的厕所和最美丽的星空', '科技想要什么', '金钱有术', '你的第一本哲学书', '东京塔', '罗马人的故事4', '公正', '童年的消逝', '一只狼在放哨', '青苔不会消失', '滚雪球（下）', '小说课（壹）', '支付战争', '智能商业', '罗马人的故事（礼品装，全15册）', '哲学·科学·常识', '认知突围：做复杂时代的明白人', '刷新', '知日·了不起的推理', '谁在世界中心', '谁说大象不能跳舞？', '联盟']",7.983361938870236,一般
江苏凤凰文艺出版社,79,7.951898734177216,7.954365017895951,752233,45.0,2013-2019,"['岛上书店', '无声告白', '巨人的陨落', '永恒的终结', '世界的凛冬', '半小时漫画中国史（修订版）', '神们自己', '精进', '半小时漫画世界史', '小小小小的火', '簪中录', '独居的一年', '孤独深处', '时间移民', '高兴死了！！！', '恋情的终结', '永恒的边缘', '破云', '棋王·树王·孩子王', '局外人', '圣殿春秋', '玛格丽特小镇', '曾少年', '沙丘', '神经漫游者', '罗生门', '韭菜的自我修养', '2018', '我们一无所有', '天才基本法', '夏摩山谷', '银河帝国：基地七部曲', '人类群星闪耀时', '半小时漫画唐诗', '打火机与公主裙·长明灯', '簪中录2', '百年法', '所罗门的伪证', '与罗摩相会', '簪中录4', '你一年的8760小时', '簪中录3', '遮蔽的天空', '乡下人的悲歌', '万花筒：南烛', '十二年故人戏', '太年轻', '时光倒流的女孩', '命运：文在寅自传', '北欧众神', '人间失格', '致我们单纯的小美好', '活着本来单纯', '残次品', '罗生门', '夜色人生', '好的孤独', '极简生活', '苹果酒屋的规则', '密室收藏家', '只有医生知道！3', '天谴者', '寻找时间的人', '狼行成双', '人类灭绝', '慢煮生活', '我的鸵鸟先生', '年少荒唐', '你不懂咖啡', '成龙：还没长大就老了', '朝闻道', '成功的聪明人太多了，我必须为笨蛋争口气！', '东宫', '命运的内核', '昨夜的咖喱，明日的面包', '孤城闭', '遍地风流', '致我们暖暖的小时光', '银河帝国 ：基地']",7.980328295809264,一般
文化艺术出版社,26,7.8961538461538465,7.89965362622715,188211,28.4,1997-2013,"['我的精神家园', '失乐园', '佛祖在一号线', '走吧，张小砚', '男人这东西', '落花时节又逢君', '厨房里的人类学家', '大漠苍狼', '鸟，看见我了', '不负如来不负卿', '水问', '羽·青空之蓝', '私语书', '怒江之战', '雅舍小品', '爱的流放地', '理想丰满', '女儿红', '十二味生活设计', '只为爱', '奥汀的祝福', '羽·赤炎之曈', '鲁宾逊漂流记', '明室', '海妖', '结爱·异客逢欢']",7.979001368552602,一般
新星出版社,168,7.958333333333333,7.962447222069598,966093,28.5,2005-2021,"['第七天', '无人生还', '占星术杀人魔法', '东方快车谋杀案', '无人生还', '北野武的小酒馆', '悲观主义的花朵', '罗杰疑案', '冬牧场', '余生皆假期', '漫长的告别', '失控', '橘子不是唯一的水果', '小时候', 'X的悲剧', '琥珀·恋爱的犀牛', '尼罗河上的惨案', '自由在高处', 'ABC谋杀案', '孔雀森林', '斜屋犯罪', 'Y的悲剧', '向日葵不开的夏天', '喜鹊谋杀案', '异邦骑士', '希腊棺材之谜', '占星术杀人魔法', '霸王别姬', '八百万种死法', '解体诸因', '十九岁的时差', '重新发现社会', '如何成为一个怪物', '一朵桔梗花', '爸爸爱喜禾', '剪刀男', '一首小夜曲', '死了七次的男人', '斯泰尔斯庄园奇案', '阿勒泰的角落', '钟表馆事件', '我的抑郁症', '一个村庄里的中国', '脑髓地狱', '饺子', '杀戮之病', '奇想·天动', '十角馆事件', '北方夕鹤2/3杀人事件', '五只小猪', '今日店休', '青蛇', '人间椅子', 'Happy Birth Day', '明天也是小春日和', '起风了', '重力小丑', '我的团长我的团（上部）', '光明皇帝', '帷幕', '不然你搬去火星啊', '不说，就真来不及了', '阳光下的罪恶', 'Z的悲剧', '布谷鸟的蛋是谁的', '钟表馆事件', '胭脂扣', '阴兽', '黑暗坡食人树', '我的团长我的团（下部）', '第七重解答', '我的造梦之路', '悬崖山庄奇案', '御手洗洁的问候', '停车暂借问', '希腊棺材之谜', '谣言粉碎机', '圣母', '时间回旋', '我是你流浪过的一个地方', '斜屋犯罪', '时间的形状', '哲学的故事', '第七天', 'D坂杀人事件', '寝台特急1/60秒障碍', '底牌', '长眠不醒', '寄居者', '家鸭与野鸭的投币式寄物柜', '眩晕', '人间是剧场', '人骨拼图', '大英博物馆世界简史（全3册）', '奥杜邦的祈祷', '倒错的死角', '推理竞技场', '百年好合', '艾比斯之梦', '乌鸦的拇指', '解体诸因', '东野圭吾的最后致意', '写在身体上', '哲瑞·雷恩的最后一案', '十角馆事件', '走夜路请放声歌唱', '两分铜币', '迷宫馆事件', '沙漠', '死了七次的男人', '高尔夫球场命案', '姑洗徵舞', '螺丝人', '一首朋克救地球', '太和舞', '长夜', '中国橘子之谜', '异邦骑士', '神的逻辑，人的魔法', '鸦', '看海的人', '俗话说', '黑死馆杀人事件', '有翼之暗', '出云传说7/8杀人事件', '南吕羽舞', 'X的悲剧', '汽油生活', '送神舞', '凛冬之棺', '敲响密室之门', '人生何处不尴尬', '莎拉的钥匙', '钧天舞', '太簇角舞', '古拉格：一部历史', '八百万种死法', '太傻十日谈', '水泥花园', '人生永远没有太晚的开始', '东方快车谋杀案', '谋杀启事', '好人难寻', '盘上之敌', '祀风师乐舞', '人性记录', '古书之美', '给理想一点时间', '水车馆事件', '暗影38万', '自由在高处（增订版）', '梵高生活', '宵待草夜情', '倒错的轮舞', '血字的研究', '向日葵不开的夏天', '带着鲑鱼去旅行', '刺青杀人事件', '云中命案', '父之罪', '荒野猎人', 'Y之构造', '她死去的那一晚', '给樱桃以性别', '独眼少女', '孤岛之鬼', '法国粉末之谜', '京都山居生活']",7.974944558899026,一般
北岳文艺出版社,15,7.819999999999999,7.829515202946566,245887,21.0,1994-2008,"['边城', '不负如来不负卿1', '不负如来不负卿Ⅱ·大结局', '穿越与反穿越', '湘行散记', '金粉世家（上下）', '鹤唳华亭', '人与永恒', '张爱玲作品集', '龙日一，你死定了', '全部成为F', '各自的朝圣路', '风中的纸屑', '飞刀，又见飞刀', '恶魔之吻1']",7.971532569234735,一般
上海财经大学出版社,4,7.3999999999999995,7.416493080150124,11889,39.849999999999994,2011-2014,"['时寒冰说', '乔布斯传', '微博：改变一切', '时寒冰说：未来二十年，经济大趋势（现实篇）']",7.964617379848896,一般
天津人民出版社,75,7.925333333333333,7.9284794099219535,755712,29.0,2003-2019,"['情书', '皮囊', '你今天真好看', '清醒纪', '关于莉莉周的一切', '小王子', '浮生六记', '外婆的道歉信', '我可以咬一口吗', '蔷薇岛屿', '青蛇', '燕尾蝶', '雪国', '故事', '镜·神寂', '月亮和六便士', '人性的弱点', '清单人生', '海上牧云记', '我与世界只差一个你', '人间失格', '镜·龙战', '镜·双城', '同学少年都不贱', '悉达多', '镜·辟天', '局外人', '了不起的盖茨比', '镜·破军', '一见你就好心情', '镜·织梦者', '时间的礼物', '我的生活不可能那么坏', '女王乔安', '世界上所有童话都是写给大人看的', '荷包里的单人床', '我在云上爱你', '呼兰河传', '老师好美', '雪地里的蜗牛奄列', '伊豆的舞女', '流波上的舞', '我们都是丑小鸭', '人类群星闪耀时', '欢喜', '老人与海', '红与黑', '成事', '洛神红茶（痞子蔡）', '吸血盟1：蓝蝴蝶之吻', '不成问题的问题', '人间滋味', '湖畔杀人事件', '世界尽头的咖啡馆', '思念里的流浪狗', '生命不息，折腾不止', '故事', '万物生长', '窄门', '面包树上的女人', '故事新编', '穗子', '御伽草纸', '相逢', '沉香', '人间草木', '三个A Cup的女人', '我是你爸爸', '1988：我想和这个世界谈谈', '呐喊', '后来时间都与你有关', '水知道答案2', '刻骨的爱人', '帝国政界往事', '超级符号就是超级创意']",7.958452492399782,一般
太白文艺出版社,14,7.792857142857143,7.796905479933914,57214,26.0,2001-2012,"['斗罗大陆（全14卷）', '我的波塞冬', '盘龙（1～10部）', '琴帝', '茅山后裔1', '凡人修仙传（1-10）', '回到明朝当王爷', '小李飞刀系列', '茅山后裔4', '茅山后裔2', '性学三论・爱情心理学', '楚留香传奇系列', '茅山后裔3', '遮天1·九龙拉棺']",7.957857840717824,一般
当代世界出版社,28,7.875,7.874102861335323,342746,25.0,2002-2010,"['左耳', 'ZOO', '圣女的救济', '沙漏', '左耳', '有一天啊，宝宝……', '那些男孩教我的事', '夏天·烟火·我的尸体', 'LA流浪记', '暗黑童话', '伽利略的苦恼', '沙漏II', '平面狗', '沙漏Ⅲ', '死神的精确度', '重力小丑', '天帝妖狐', '一个人漂泊的日子①', '美容大王', '第八号当铺', '一个人漂泊的日子2', '拜伦 雪莱 济慈 抒情诗精选集', '开膛手杰克的百年孤寂', '瓦尔登湖', '三毛经典作品（上下）', '可不可以不要上学', '菊与刀(插图评注版）', '席慕蓉经典作品']",7.955376587427681,一般
