publisher_clean,book_count,avg_rating,avg_bayesian,total_votes,median_price,year_range,books,pub_score,quality_tier
花山文艺出版社,32,7.878125,7.88106932925341,263968,25.0,2006-2016,"['那些年，我们一起追的女孩', '绾青丝Ⅰ', '后宫·甄嬛传Ⅰ', '绾青丝Ⅲ', '绾青丝Ⅱ', '楼下的房客', '绾青丝Ⅳ（上）', '绾青丝Ⅳ（下）', '骄阳似我', '后宫·甄嬛传Ⅲ', '后宫·甄嬛传Ⅱ', '步步惊心（上下）', '诛仙8（大结局）', '诛仙7', '微微一笑很倾城（典藏版）', '历史是个什么玩意儿2', '士兵突击', '诛仙全集（全六册）', '午门囧事Ⅰ', '衣香鬓影', '午门囧事Ⅱ', '蝴蝶梦', '浮生梦', '衣香鬓影2·千秋素光同', '午门囧事Ⅲ·午门篇', '凤血', '明月照人来', '新宋·十字1', '你是我学生又怎样', '门', '大清相国', '时光尽头']",7.952884686671812,一般
安徽文艺出版社,16,7.8,7.80664904226963,261640,27.4,1992-2015,"['鬼吹灯之精绝古城', '鬼吹灯之云南虫谷', '鬼吹灯之龙岭迷窟', '鬼吹灯之昆仑神宫', '鬼吹灯Ⅱ之一·黄皮子坟', '鬼吹灯Ⅱ之二·南海归墟', '鬼吹灯Ⅱ之三·怒晴湘西', '鬼吹灯Ⅱ之四巫峡棺山', '张爱玲文集', '饺子', '杀手', '贼猫', '一个女人一生中的二十四小时', '谜踪之国 I', '她死在QQ上', '毛姆传']",7.951217531749968,一般
四川文艺出版社,18,7.811111111111111,7.817570645030991,124046,42.4,2011-2019,"['一个叫欧维的男人决定去死', '无羁', '宇宙超度指南', '冷场', '一个叫欧维的男人决定去死', '被嫌弃的松子的一生', '熊镇', '琅琊榜（全三册）', '欢乐颂 第一季', '龙头凤尾', '欢乐颂 第三季', '都挺好', '欢乐颂 第二季', '小说灯笼', '欢乐颂', '琅琊榜', '富爸爸穷爸爸（最新修订版）', '佛兰德镜子']",7.947789823258999,一般
中国城市出版社,19,7.815789473684211,7.81824725896745,125610,28.8,2005-2015,"['秘密', '万物有灵且美', '柑橘与柠檬啊', '局外人', '我是个算命先生', '大爱晚成', '万物既伟大又渺小', '局外人2', '旋风少女', '大树', '局外人3', '相亲以后', '万物既聪慧又奇妙', '高难度谈话', '伯恩斯新情绪疗法', '统计数字会撒谎', '暗黑者外传：惩罚', '身体语言密码', '万物刹那又永恒']",7.943598269207739,一般
宁夏人民出版社,4,7.3,7.323615275087569,12181,31.299999999999997,1992-2016,"['历史是个什么玩意儿3', '足球小将', '耳洞', '亲爱的阿基米德']",7.936039593675802,一般
文汇出版社,20,7.805,7.811246193317645,120691,30.0,1999-2019,"['野火集', '山居笔记', '孩子你慢慢来', '山居笔记', '紫阳花日记', '事实', '男女内参', '帝国的惆怅', '必须找到阿历克斯', '无影灯', '小王子三部曲', '碟形世界：猫和少年魔笛手', '“色”眼识人', '飞往巴黎的末班机', '巨浪下的小学', '苏丝黄的世界', '伍尔夫读书随笔', '白色猎人', '黑色皮革手册', '光与影']",7.934447499440967,一般
河南文艺出版社,17,7.776470588235293,7.78222049705142,148493,26.8,2006-2013,"['大漠谣', '许我向你看', '凤囚凰（上中）', '凤囚凰（下）', '大秦帝国', '大漠谣·终结篇', '寻找前世之旅（上下册）', '落落清欢', '红颜乱', '小李飞刀1：多情剑客无情剑（上中下）', '人间（上卷）', '少年丞相世外客', '青囊尸衣', '陆小凤传奇1：金鹏王朝', '梦落芳华', '陆小凤传奇2：绣花大盗', '陆小凤传奇3：决战前后']",7.929684694896512,一般
长江出版社,14,7.742857142857143,7.7462343912337515,120940,28.0,2010-2022,"['龙族Ⅰ', '龙族Ⅱ', '龙族Ⅲ', '龙族Ⅲ', '龙族Ⅳ', '龙族Ⅲ', '哑舍', '浮生物语', '哑舍Ⅱ', '无心法师 第一卷', '哑舍Ⅲ', '将爱', '盗墓笔记1', '遇蛇']",7.927014569335117,一般
华文出版社,17,7.770588235294118,7.776301251211748,135214,25.0,1999-2011,"['此间的少年', '假如给我三天光明', '人生若只初相见', '长腿叔叔', '回廊亭杀人事件', '那些有伤的年轻人', 'Facebook效应', '项塔兰', '销魂殿', '干法', '无价', '笑倾三国（Ⅰ、Ⅱ）', '蒋经国传', '青城', '生存手册', '肉香', '日界线']",7.925814418770573,一般
化学工业出版社,5,7.4,7.410272537109161,38447,29.8,2011-2019,"['湖畔', '秘密', '克莱因壶', '神探伽利略', '以眨眼干杯']",7.923244021641497,一般
知识出版社,9,7.633333333333334,7.635601547318099,109673,20.0,1998-2004,"['第一次的亲密接触', '爱尔兰咖啡', '雨衣', '瞬间空白', '饥饿的女儿', '爱尔兰咖啡', '下楼谈恋爱', '檞寄生', '十七岁不哭']",7.921914863516557,一般
印刷工业出版社,4,7.25,7.270150364434992,11100,32.3,2011-2013,"['世界如此险恶，你要内心强大', '4点起床', '打造Facebook', '日日是好日']",7.919588851936547,一般
江苏文艺出版社,130,7.881538461538461,7.885416196226804,882913,29.9,1995-2019,"['微微一笑很倾城', '那些回不去的年少时光', '山楂树之恋', '红拂夜奔', '我在回忆里等你', '十年一品温如言', '那些回不去的年少时光·终场', '杉杉来吃', '教父', '香蜜沉沉烬如霜', '人间草木', '那个不为人知的故事', '古董局中局 2', '银河帝国：基地', '青灯', '杜拉拉3', '浮世浮城', '许我向你看（终结篇）', '致我们终将逝去的青春', '鲤·孤独', '第八日的蝉', '凤囚凰', '春风沉醉的晚上', '鲤·嫉妒', '11处特工皇妃', '别跟我说你懂日本', '仓央嘉措诗传', '鲤·暧昧', '银河帝国2：基地与帝国', '雪中悍刀行 1', '银河帝国3：第二基地', '鲤·最好的时光', '琉璃美人煞（上中下）', '零售的哲学', '丹尼海格', '扶摇皇后（上下）', '忽而今夏', '顾城的诗 顾城的画', '鲤·谎言', '司藤', '1984', '不畏将来 不念过去', '灵魂有香气的女子', '独裁者手册', '月牙儿', '至此终年', '分开旅行', '鲤·上瘾', '十年一品温如言', '纳兰容若词传', '神的九十亿个名字', '蓝房子', '蚀心者', '只有医生知道！2', '练习一个人', '教父 2：西西里人', '暴君，我来自军情9处', '鲤·逃避', '紫川（全五册）', '银河帝国4：基地前奏', '智斗', '京华烟云', '重紫（全两册）', '鲤·因爱之名', '父亲的力量', '人间烟火', '三国配角演义', '玉米', '银河帝国5：迈向基地', '凰权（上下）', '以自己喜欢的方式过一生', '银河帝国6：基地边缘', '一禅小和尚', '晨昏', '匆匆那年', '银河帝国7：基地与地球', '教父3', '午夜之门', '我的名字，你的姓氏', '卑鄙的圣人：曹操', '交错时光的爱恋', '与我十年长跑的女友明天要嫁人了', '时间的玫瑰', '一人食', '命若琴弦', '银河帝国9：钢穴', '元气糖', '银河帝国8：我，机器人', '守脑如玉', '白发皇妃（上下）', '再生缘（上中下）', '放弃你，下辈子吧', '大淖记事', '吾国与吾民', '44号孩子', '特别的一天', '锦绣未央（1、2、3）', '银河帝国10：裸阳', '以箭为翅', '只为途中与你相见', '洗脑术', '面朝大海 春暖花开', '华杉讲透孙子兵法', '银河帝国11：曙光中的机器人', '上错花轿嫁对郎', 'FBI心理分析术', '小女花不弃', '黑白', '地海传奇：地海巫师', '醉玲珑', '银河帝国12：机器人与帝国', '九篇雪', '扶摇皇后·终结篇（上下）', '媚公卿（上下）', '不生病的智慧', '一辈子暖暖的好（全二册）', '机器人短篇全集', '中国缺什么，日本缺什么', '就说你和他们一样', '愿你与这世界温暖相拥', '阿麦从军', '全部成为F', '红顶商人胡雪岩', '十五年等待候鸟', '风景', '吉祥纹莲花楼（完美典藏版）', '富甲美国', '半小时漫画唐诗2', '妇女生活', '富士山禁恋']",7.906317691560573,一般
海天出版社,21,7.761904761904762,7.770395433184444,128115,9.8,1988-1998,"['花季雨季', '多情剑客无情剑(上、中、下)', '她比烟花寂寞', '喜宝', '流金岁月', '开到荼縻', '玫瑰的故事', '阿修羅', '人淡如菊', '我们不是天使', '胭脂', '香雪海', '圆舞', '迷迭香', '多情剑客无情剑', '我的前半生', '心扉的信', '异乡人', '烈火', '没有月亮的晚上', '小玩意']",7.901745257143615,一般
湖南少年儿童出版社,6,7.416666666666667,7.4417654417953925,113789,23.4,2008-2016,"['我不喜欢这世界，我只喜欢你', '游园惊梦', '苍耳', '月亮说它忘记了', '阮陈恩静', '佳偶天成']",7.9016430845471675,一般
世界知识出版社,12,7.666666666666667,7.667976215799936,94811,20.0,1996-2010,"['那小子真帅', '狼的诱惑', '那小子真帅2', '镜·双城', '狼的诱惑', '镜·破军', '世界上最伟大的推销员', '镜·龙战（上）', '镜·龙战（下）', '羊皮卷', '别独自用餐', '第三帝国的兴亡（上中下）']",7.899512771763542,一般
中国画报出版社,8,7.5375,7.550658193142064,57932,24.8,2008-2011,"['曾有一个人，爱我如生命', 'KAO，被潜了！', '我的青春从爱你开始', '一个人的欢喜与忧伤', '浮生六记', '双阙', '倾世皇妃', '诡案组']",7.898783480151273,一般
九州出版社,25,7.772,7.781383479899912,85053,36.0,2001-2019,"['大裂', '网内人', '中国历代政治得失', '优秀的绵羊', '跟任何人都聊得来', '英语魔法师之语法俱乐部', '你是我的荣耀', '女神一号', '锌皮娃娃兵', '神墓1·潜龙出渊', '牛蛙', '我是女兵，也是女人', '战争与革命中的西南联大', '梦的解析', '把小日子收进手帐里', '男人这东西', '一本小小的红色写作书', '金阁寺', '我们如何走到这一步', '故事的结局早已写在开头', '灯下尘', '我还是想你，妈妈', '爱与寂寞', '叔本华人生哲学', '黑石之墓']",7.894371782792145,一般
珠海出版社,38,7.794736842105263,7.801863443466758,229800,23.5,1999-2009,"['陆小凤传奇', '绝代双骄（全三册）', '楚留香传奇', '欢乐英雄', '萧十一郎', '三少爷的剑', '流星·蝴蝶·剑', '武林外史（上下）', '原谅我红尘颠倒', '七种武器（全三册）', '边城浪子（上下）', '天涯·明月·刀', '钟表馆幽灵', '十角馆杀人预告', '流水迢迢（全两册）', '圆月弯刀', '恶魔吹着笛子来', '大人物', '大旗英雄传（上下）', '狱门岛', '九月鹰飞', '八墓村', '本阵杀人事件', '白玉老虎（上下）', '犬神家族', '女王蜂', '浣花洗剑录（上下）', '迷宫馆的诱惑', '风云第一刀', '黑猫馆手记', '水车馆幻影', '风铃中的刀声', '雾越邸杀人事件', '黑暗馆不死传说', '罪恶的拍球歌', '剑花·烟雨·江南', '咚咚吊桥坠落', '火并萧十一郎']",7.87967796742919,一般
二十一世纪出版社,28,7.767857142857143,7.7728210799437365,223947,22.3,2003-2009,"['一座城池', '光荣日（第一季）', '且试天下1', '三重门', '悟空传', '长安乱', '且试天下2', '像少年啦飞驰', '零下一度', '天使街23号 Ⅰ', '若星汉天空', '韩寒五年文集（上下）', '汤姆索亚历险记', '刻下来的幸福时光', '寒·十八禁', '殷商舰队玛雅征服史', '永远永远爱你', '你真好', '分手清单', '悟空传', '人间六道之修罗道', '狐狸的窗户', '麻雀要革命Ⅱ', '毛毛', '天使街23号. V5', '天使街23号Ⅳ', '圈里圈外', '皮皮鲁和罐头小人']",7.878730915023238,一般
中国文联出版社,13,7.638461538461538,7.650337463452545,50447,29.8,2000-2016,"['全频带阻塞干扰', '桃花债', '圈里圈外', '夜行歌（上下）', '当代诗人作家书画集', '痴人之爱', '一粒红尘', '误入浮华', '执子之手，将子拖走', '不安之书', '南方有乔木', '薄暮晨光', '你是人间四月天']",7.878565483741738,一般
万卷出版公司,55,7.805454545454546,7.810965522307875,365767,25.0,2007-2013,"['他的国', '可爱的洪水猛兽', '杂的文', '1984', '上海堡垒', '十八岁给我一个姑娘', '阿勒泰的角落', '活着活着就老了', '像少年啦飞驰', '影响力', '长安乱', '剑桥倚天屠龙史', '光荣日 第一季', '莲花', '活着活着就老了', '回眸', '人间失格', '离歌（Ⅰ）', '你是那人间的四月天', '美人何处', '三重门', '草样年华3', '鲸鱼女孩 池塘男孩', '殇璃', '海伯利安', '草', '北京，北京', '一座城池', '陌上花开', '风玫瑰', '离歌Ⅱ', '我的征途是星辰大海', '时光机', '太子妃升职记', '吉祥纹莲花楼·玄武', '被嫌弃的松子的一生', '吉祥纹莲花楼·朱雀', '盗墓笔记：吴邪的盗墓笔记', '成都今夜请将我遗忘', '甲骨碎', '吉祥纹莲花楼终篇之青龙·白虎', '真实的幸福', '七喜', '蝙蝠', '在寂与寞的川流上', '安德的游戏', '花镜', '天堂向左深圳往右', '第一次的亲密接触', '改尽江山旧', '世有桃花', '海伯利安的陨落', '爱尔兰咖啡', '他的国', '杂的文']",7.866830583505754,一般
接力出版社,33,7.766666666666667,7.7704100708714625,227206,25.0,2000-2010,"['暮色', '地狱的第19层', '荒村公寓', '就这么漂来漂去', '活了100万次的猫', '我不是教你诈', '破晓', '月食', '万物简史', '等一个人咖啡', '荒村归来', '玛格丽特的秘密', '新月', '幽灵旗', '返祖', '猫眼', '你不可不知的人性', '旋转门', '亡者永生', '塔希里亚故事集', '后青春期的诗', '淘气包马小跳系列', '病毒', '过年', '神的密码', '诅咒', '相思门', '这些年，二哥哥很想你', '我不是教你诈(1)', '手绢上的花田', '暮光之城-豪华珍藏版', '百年诅咒', '少年查必良伤人事件']",7.864228237052224,一般
沈阳出版社,9,7.48888888888889,7.496837720783075,183062,26.0,2009-2011,"['三生三世 十里桃花', '蔡康永的说话之道', '何以笙箫默', '嗨，我的男人', '跨过千年来爱你', '告诉大雄我爱她', '月上重火', '微纪元', '花间提壶方大厨']",7.852532950249046,一般
广西科学技术出版社,7,7.357142857142857,7.371029708745681,54944,32.0,2009-2016,"['断舍离', '因为痛，所以叫青春', '30年后，你拿什么养活自己？', '十四堂人生创意课Ⅱ', '书都不会读，你还想成功', '不属于我们的世纪', '断舍离（心灵篇）']",7.841953848665932,一般
湖南人民出版社,16,7.5875,7.593786984164118,104292,39.8,2009-2020,"['青春', '无证之罪', '100个基本', '让我留在你身边', '猫力乱步', '煮酒探西游', '所有人问所有人', '饥饿的盛世', '今天也要用心过生活', '冯唐诗百首', '斯坦福极简经济学', '做衣服（增补新版）', '不能不去爱的两件事', '掷地有声', '中国国民性演变历程', '万古江河']",7.814985814562441,一般
光明日报出版社,7,7.271428571428571,7.287167653787157,149808,32.0,2001-2017,"['悟空传', '誓鸟', '我们始终牵手旅行', '愿你历尽千帆，归来仍是少年', '前世今生', '南明史', '将嫁']",7.805264199621578,一般
中国华侨出版社,17,7.576470588235295,7.584033436907862,97685,32.8,2011-2018,"['你若安好便是晴天', '绿皮火车', '我讲个笑话，你可别哭啊', '世间的盐', '后宫·如懿传', '知否知否应是绿肥红瘦', '赡养人类', '流浪地球', '怦然心动', '后宫·如懿传2', '感谢自己的不完美', '上课记', '后宫·如懿传3', '因为懂得 所以慈悲', '且将生活一饮而尽', '不疯魔，不哲学', '别处生活']",7.80010084787957,一般
朝华出版社,48,7.645833333333333,7.653011736525754,612548,25.0,2004-2012,"['何以笙箫默', '致我们终将逝去的青春', '原来你还在这里', '琅琊榜', '山月不知心底事', '独步天下（上下卷）', '梦回大清', '被时光掩埋的秘密', '诛仙1', '歌尽桃花', '醉玲珑（上卷）', '忽而今夏', '爱你就像爱生命', '诛仙4', '诛仙2', '潇然梦（上）', '梦回大清', '兰陵缭乱', '醉玲珑（下卷）', '诛仙3', '歌尽桃花', '诛仙5', '醉玲珑（中卷）', '诛仙6', '法老的宠妃', '大约是爱（全二册）', '潇然梦（下）', '致我们终将逝去的青春', '原来', '白昼的星光', '兰陵缭乱Ⅱ', '兰陵缭乱3', '三救姻缘', '上古', '寻找前世之旅续集', '永夜（上下）', '宸宫（上下）', '微雨红尘（上下）', '除了我你还能爱谁', '第一皇妃（Ⅰ、Ⅱ）', '何须浅碧轻红色', '孤芳不自赏', '亵渎1·轮回·月陨', '迷侠记', '法老的宠妃Ⅱ·荷鲁斯之眼', '秀丽江山·白虎卷', '夜上海', '秀丽江山·青龙卷']",7.740677490713532,一般
国际文化出版公司,29,7.56551724137931,7.5760365136965975,295909,28.0,1998-2013,"['1988：我想和这个世界谈谈', '梦的解析', '1988：我想和这个世界谈谈', '良辰讵可待', '死亡通知单', '金融的逻辑', '过客，匆匆', '良言写意', '这么远，那么近', '富兰克林自传', '然后、爱情随遇而安', '末路相逢', '曾国藩的正面与侧面', '纸婚', '衾何以堪', '忽而今夏Ⅱ', '两只前夫一台戏', '逃避自由', '失恋排行榜', '那么，爱呢？', '尽在不言中', '蒋介石传', '凶画', '被遗忘的时光', '超越自卑', '听说姻缘命中注定', '鬼望坡', '君生我已老', '晨曦之雾']",7.725766118806223,一般
湖南文艺出版社,173,7.687861271676301,7.695704485358726,1385798,36.0,1993-2020,"['从你的全世界路过', '偷影子的人', '最好的我们', '乖，摸摸头', '虚无的十字架', '坏小孩', '长安十二时辰 上', '云边有个小卖部', '阿弥陀佛么么哒', '三生三世 枕上书', '悟空传', '长安十二时辰 下', '山茶文具店', '雪人', '深夜食堂 01', '春宴', '暗恋·橘生淮南', '如父如子', '十宗罪', '曾许诺', '显微镜下的大明', '万物静默如谜', '好吗好的', '三生三世十里桃花', '尸语者', '有匪（全集）', '笑场', '长相思', '一个女人的史诗', '深夜食堂 02', '曾许诺·殇', '1980年代的爱情', '有匪1', '我不', '告白', '愿有人陪你颠沛流离', '伊斯坦布尔假期', '鱼羊野史·第1卷', '三生三世 枕上书·终篇', '西游日记', '深夜食堂 03', '天长地久', '忽然七日', '谢谢你离开我', '猎豹', '深夜食堂 04', '亲密关系：通往灵魂的桥梁', '光明与磊落', '莫斯科绅士', '蔡康永的说话之道2', '最美的时光', '十宗罪2', '摇摇晃晃的人间', '观山海', '孤独美食家', '世界上的另一个你', '第十一根手指', '宛如昨日', '步步惊心', '南渡北归（第一部）', '苏东坡传', '长相思2', '遇见弗洛伊德的眼泪', '长相思3', '如果一切重来', '十宗罪3', '硬派健身', '笑场', '苏东坡传', '花千骨', '闪闪发光的人生', '暗恋', '深夜食堂 05', '你是最好的自己', '你坏', '你要去相信，没有到不了的明天', '正能量', '大清相国', '聪明人用方格笔记本', '孤儿列车', '鼠疫', '我喜欢这个&#34;功利&#34;的世界', '浮生若梦1', '万物静默如谜', '世上另一个我(修订版)', '有匪2', '幽灵', '花冠病毒', '鱼羊野史·第2卷', '十宗罪 4', '幸存者', '清道夫', '为什么精英都是时间控', '坦白书', '一路走来一路读', '龙与地下铁', '偷影子的人', '蔡康永的情商课', '恋爱的犀牛', '半暖时光', '遇见未知的自己', '极简主义', '杜拉拉大结局', '华胥引（全2册）', '你的生命有什么可能', '梦里花落知多少', '大漠谣', '绿', '钓鱼的男孩', '招摇', '从你的全世界路过', '重遇未知的自己', '等待戈多', '当我足够好，才会遇见你', '蔡康永爱情短信', '深夜食堂 08', '我讲个故事，你可别当真啊', '有匪3', '走夜路请放声歌唱', '那片星空，那片海', '寡人有疾', '非洲三万里', '我读2', '月都花落，沧海花开', '沙僧日记', '我曾这样寂寞生活：辛波斯卡诗选2', '十宗罪5', '直到那一天', '被偷走的那五年', '好想回到小时候', '有匪4', '偷窥者', '鱼河岸小店', '不懂项目管理，还敢拼职场', '跟乐嘉学性格色彩', '南渡北归（第二部）', '力量', '曾有一个人爱我如生命', '夜行观览车', '人间失格', '南渡北归（第三部）', '你所谓的稳定，不过是在浪费生命', '玩儿', '十宗罪前传', '重生', '沉默的大多数', '每周工作4小时', '深夜食堂 07', '唯有孤独恒常如新', '警察', '它', '深夜食堂 06', '第一日', '病隙碎笔', '离开前请叫醒我', '那些回不去的年少时光（套装上下册）', '爱你就像爱生命（精装全彩珍藏）', '比恐惧更强烈的情感', '知更鸟', '小孩', '再美也美不过想象', '南渡北归', '蓝色天堂', '风沙星辰', '上流法则', '法医秦明作品集', '斜杠青年', '蔡康永的说话之道', '我们都一样，年轻又彷徨', '一个一个人', '四幕戏·起', '妮玛！这就是大学！', '怦然心动的人生整理魔法']",7.721049063651069,一般
长江文艺出版社,147,7.672108843537415,7.679039895183173,1675897,26.8,2001-2019,"['狼图腾', '悲伤逆流成河', '小时代1.0折纸时代', '陪安东尼度过漫长岁月', '这些都是你给我的爱', '流浪地球', '西决', '东霓', '小时代2.0虚铜时代', '橙', '被窝是青春的坟墓', '一句顶一万句', '大地之灯', '澜本嫁衣', '不朽', '尘埃星球', '须臾', '全世爱', '幻城', '小时代3.0：刺金时代', '夏至未至', '幸福了吗?', '文化苦旅', '墨迹', '白说', '这些都是你给我的爱2', '临界·爵迹 I', '蜗居', '乡村教师', '血色浪漫', '南音 （上）', '我不是潘金莲', '悲伤逆流成河', '剩者为王', '南音 （下）', '一地鸡毛', '自在独行', '临界·爵迹 Ⅱ', '校服的裙摆', '年华是无效信', '你好，旧时光', '全世爱Ⅱ·丝婚四年', '草样年华Ⅱ', '漂亮朋友', 'N.世界', '南方有令秧', '少年残像', '千秋', '圈子圈套2', '就喜欢你看不惯我又干不掉我的样子', '任凭这空虚沸腾', '黄', '圈子圈套3', '燃烧的男孩', '时间的女儿', '一句顶一万句', '黄金时代', '告别天堂', '如果世上不再有猫', '红', '康熙大帝（共四册）', '浮世德', '雍正皇帝（全三册）', '妩媚航班', '虚实之间', '大江东去（共三部）', '万象', '痛并快乐着', '直到最后一句', '下垂眼', '我叫刘跃进', '我把青春献给你', '手机', '沙海2', '吃瓜时代的儿女们', '等风来', '狼图腾（简装本）', '我是你儿子', '芙蓉如面柳如眉', '罗辑思维', '心相约', '靠自己去成功', '香草山', '就喜欢你看不惯我又干不掉我的样子2', '四重音', '妞妞', '人间', '剑桥简明金庸武侠史', '心相约', '最小说（第一辑）', '时间之墟', '痕记', '琥珀', '蔷薇求救讯号', '青衣', '魔鬼积木·白垩纪往事', '魔鬼搭讪学', '植物知道生命的答案', '大秦帝国·第一部 黑色裂变（上、下）', '角儿', '《文艺风象+文艺风赏》第一期合刊', '孤独六讲', '潜伏在办公室', '爵迹.燃魂书', '剩者为王Ⅱ', '檀香刑', '今天也要认真穿', '张居正', '我把青春献给你', '离别曲', '陪你到最后', '小时代2.0', '下一站·神奈川', '北洋夜行记', '岁月与性情', '小时代1.5·青木时代VOL.2', '迷津', '愿风裁尘', '微光世界', '尔本', '文艺风象·A梦', '寂静', '床畔', '一地鸡毛', '小时代1.5·青木时代VOL.1', '收纳空白', '重返狼群', '大梦', '浮生六记', '中国文脉', '当我们混在上海', '最小说·第十四辑', '不省心', '双CHEN记', '最小说（2008 07）', '我们内心的冲突', '暗恋：橘生淮南', '新狂人日记', '狼烟北平', '王子与贫儿', '新房客和活死人', '大好河山可骑驴', '本色', '最小说（第四辑）', '剩者为王Ⅰ', '天鹅·光源', '大秦帝国·第二部 国命纵横（上、下）']",7.709569988521549,一般
春风文艺出版社,44,7.577272727272727,7.586359747124006,649479,20.0,1998-2012,"['梦里花落知多少', '幻城', '1995-2005夏至未至', '我与地坛', '年华是无效信', '樱桃之远', '1995-2005夏至未至', '一个人的村庄', '告别天堂', '地下室', '扶桑', '幻城', '三千鸦杀', '夏有乔木雅望天堂', '芙蓉如面柳如眉', '小妖的金色城堡', '樱桃之远', '人面桃花', '岛', '我亦飘零久', '我爱阳光', '后来我们都哭了', '岛（Vol.10）', '最美遇见你', '岛（Vol.05）', '维以不永伤', '岛（Vol.6）', '我的妈妈是精灵', '岛（Vol.09）', '岛（Vol.8）', '最有意义的生活', '岛（VOL.7）', '岛（Vol.4）', '告别天堂', '岛・陆眼（Vol.02)', '岛', '什么都没有发生', '我只是难过不能陪你一起老', '尼尔斯骑鹅历险记', '日光流年', '那多三国事件簿之桃园三结义', '夏有乔木 雅望天堂2', '夏天在倒塌', '你是我的独家记忆']",7.691960046997951,一般
新世界出版社,123,7.647154471544716,7.653854168148739,1062997,22.0,2003-2014,"['喜宝', '会有天使替我爱你', '泡沫之夏', '佳期如梦', '东宫', '九州·缥缈录', '我的前半生', '来不及说我爱你', '泡沫之夏Ⅱ', '泡沫之夏Ⅲ', '千山暮雪', '寂寞空庭春欲晚', '烈火如歌', '裂锦', '中国哲学简史', '天蓝色的彼岸', '曼珠沙华', '玫瑰的故事', '九州·缥缈录Ⅱ·苍云古齿', '佳期如梦之海上繁花', '护花铃', '开到荼蘼', '烈火如歌', '血薇', '人淡如菊', '碧甃沉', '九州·羽传说', '小王子', '如果这一秒，我没遇见你', '胭脂扣', '九州·缥缈录Ⅲ·天下名将', '佳期如梦之今生今世', '沙海', '九州·缥缈录Ⅳ·辰月之征', '如果墙会说话', '帝都赋', '亦恕与珂雪', '乌合之众', '大漠荒颜', '不羁的风', '九州·斛珠夫人', '九州·缥缈录V·一生之盟', '吃南瓜的人', '香寒', '甜酸', '九州·缥缈录VI·豹魂', '祸国', '冷月如霜', '8分钟的温暖', '水晶般透明', '景年知几时', '她的二三事', '一点旧一点新', '阿修罗', '无往而不胜的童话', '同门', '夜船吹笛雨潇潇', '冬日最灿烂的阳光', '再见，冥王星', '剑歌', '听雪楼系列典藏版（全三册）', '花常好月常圆人长久', '孤城闭', '生死桥', '爱你是最好的时光', '午后薰衣茶', '这样的爱拖一天是错一天', '沧海', '飞天', '电光幻影', '魅生·妖颜卷', '当时明月在', '寂寞的心俱乐部', '迷雾围城（全两册）', '孤城闭', '三年K班', '星光璀璨', '寒武纪', '如何让你爱的人爱上你', '嘘', '柔福帝姬', '皇叔', '小紫荆', '陪你到世界终结', '少林寺第八铜人', '九州·白雀神龟', '剪刀替针做媒人', '特首小姐你早', '九州·英雄', '九州·铁浮图', '尘埃眠于光年', '悄悄的一线光', '天上所有的星', '九州·秋林箭', '乐未央', '魅生·幻旅卷', '痴情司', '声息', '杯雪·夜雨打金荷', '魅生·凤鸣卷', '镜·归虚1', '九州志', '迷藏', '雨夜里的星星沙', '爱情的开关', '爱你是最好的时光Ⅱ', '爱人的头颅', '魅生·涅槃卷', '涿鹿', '如意蛋', '邻居太太的情人', '洛阳女儿行·卷一', '张公案', '镜·辟天1', '声息2', '寻找前世之流年转', '寻找爱情的邹小姐', '镜·辟天2', '那一杯咖啡的爱情', '大漠荒颜·帝都赋', '生于一九九叉', '曾有你的天气', '杯雪·传杯·秣陵冬']",7.691652396210077,一般
百花洲文艺出版社,59,7.332203389830509,7.3462252946329265,402903,35.0,2003-2019,"['摆渡人', '默读', '我们', '温暖的弦', '他来了，请闭眼', '少年的你，如此美丽', '如果蜗牛有爱情', '他知道风从哪个方向来', '成都，今夜请将我遗忘', '摆渡人2重返荒原', '萤火虫小巷', '美人为馅', '昭奚旧草', '蜜汁炖鱿鱼', '薄荷荼靡梨花白', '知更鸟女孩', '致我们终将逝去的青春', '一生一世，美人骨', '晚来寂静', '你和我的倾城时光', '余生，请多指教', '世界微尘里', '纸牌屋', '夜旅人', '应许之日', '荆棘之城', '思念成城', '鹤唳华亭', '满满都是我对你的爱', '一厘米的阳光', '星辰变1', '何所冬暖，何所夏凉', '守夜者', '囚鸟', '怦然心动', '轻舔丝绒', '夏目友人帐', '再见，萤火虫小巷', '再不相爱就软了', '那个不为人知的故事', '最美遇见你', '绾青丝', '两个人的头两年', '那不勒斯的萤火', '我的拖延症女友', '白色橄榄树', '很想很想你', '十年一品温如言（修订珍藏版）', '小楼传奇', '和你在一起才是全世界', '你是我的城池营垒', '成都今夜请将我遗忘', '莫负寒夏（上下）', '白日梦我', '奋斗（上）', '摆渡人3无境之爱', '他从火光中走来', '我站在桥上看风景', '半城风月']",7.460313911776145,一般
